ma_san_pham,ten_san_pham,gia_ban,gia_goc,phan_loai,mo_ta,diem_trung_binh
222200007,Xịt Khoáng Uriage Dưỡng Ẩm Cho Mọi Loại Da 300ml,347000,435000,300ml,"Xịt Khoáng Uriage Eau Thermale Pure Thermal Water Spray Dưỡng Ẩm Cho Mọi Loại Da là sản phẩm chăm sóc da hàng ngày đến từ thương hiệu URIAGE. Với thành phần chính 100% nước khoáng Uriage tinh khiết giàu nguồn nguyên tố vi lượng và khoáng chất giúp da bạn sáng khoẻ hơn mỗi ngày.
Xịt Khoáng Uriage Eau Thermale Pure Thermal Water Spray 300ml đã có mặt tại Hasaki




Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
386000044,Mặt Nạ JMsolution Trứng Cá Tầm Phục Hồi Tái Tạo Da 30ml,17000,25000,"Sứa Biển
Tổ yến
Ốc Sên Hồng
Cá Tầm Vàng
Tôm","JMsolution Active là dòng sản phẩm mặt nạ chăm sóc da đến từ thương hiệu mỹ phẩm JMSolution của Hàn Quốc, với mỗi loại mặt nạ là một thành phần hoạt chất - mang đến cho làn da lợi ích chăm sóc toàn diện, hỗ trợ cải thiện các vấn đề về da riêng biệt.
    Dòng sản phẩm Mặt Nạ Dưỡng Da JMsolution Active hiện đã có mặt tại Hasaki với các loại sau:
JMsolution Active Jellyfish Vital Mask Prime: chiết xuất sứa biển giúp tăng cường sức sống và làm mềm mịn da.
JMsolution Active Birds' Nest Moisture Mask Prime: chiết xuất tổ yến giúp dưỡng ẩm và hỗ trợ tái tạo làn da.
JMsolution Active Pink Snail Brightening Mask Prime: chiết xuất ốc sên hồng giúp dưỡng ẩm và làm sáng da.
JMsolution Active Golden Caviar Nourishing Mask Prime: chiết xuất cá tầm vàng giúp cấp ẩm và nuôi dưỡng làn da.



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422208164,Combo 5 Mặt Nạ Hada Labo Tinh Chất Dưỡng Ẩm Da Cao Cấp 23g,156000,195000,"1 miếng
5 miếng
Dưỡng Sáng Da
Dưỡng Ẩm","Mặt Nạ Hada Labo Tinh Chất Cao Cấp 23g là sản phẩm mặt nạ dưỡng da chuyên sâu đến từ thương hiệu mỹ phẩm Hada Labo của Nhật Bản, chứa gấp 30 lần tinh chất thông thường giúp duy trì độ ẩm, dưỡng da căng mượt, đàn hồi và săn chắc vượt trội. Công nghệ Max Intensifier từ Nhật Bản có công dụng đưa dưỡng chất thấm sâu vào bên trong da gấp 2 lần so với sản phẩm thông thường mang lại hiệu quả dưỡng ẩm tối đa.
Hiện sản phẩm Mặt Nạ Hada Labo Tinh Chất Cao Cấp 23g đã có mặt tại Hasaki với 2 loại: 
Mặt Nạ Hada Labo Tinh Chất Dưỡng Ẩm Da Cao Cấp 23g: 1 Miếng; 5 Miếng
Mặt Nạ Hada Labo Tinh Chất Dưỡng Sáng Da Cao Cấp 23g: 1 Miếng; 5 Miếng
1. Mặt Nạ Hada Labo Tinh Chất Dưỡng Ẩm Da Cao Cấp 23g 
Mặt Nạ Hada Labo Premium Hydrating Serum Mask 23g chứa hệ dưỡng ẩm sâu 3 loại HA và hệ 8 loại Amino Acid cung cấp giàu độ ẩm, nuôi dưỡng làn da ẩm mịn, phục hồi độ ẩm tự nhiên của da nhanh chóng và giữ nước cho da. 
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",0.0
213300005,Sữa Chống Nắng Bioré Sáng Mịn Kiềm Dầu SPF 50+/PA++++ 30ml,81000,102000,,"Sữa Chống Nắng Bioré Sáng Mịn Kiềm Dầu 30ml là sản phẩm kem chống nắng đến từ thương hiệu mỹ phẩm Bioré của Nhật Bản, cho da nhờn nhờ có kem dạng lỏng với các hạt phấn Sara siêu mịn do đó khả năng thẩm thấu qua da rất tốt, hấp thu bã nhờn, cho làn da bạn khô ráo và thông thoáng mà không sợ đổ dầu ngay cả khi trang điểm. Với chỉ số SPF50+/PA++++, Bioré Face Milk sẽ bảo vệ da hiệu quả trước tác hại từ tia UV có trong ánh nắng mặt trời. Đặc biệt. đây là dòng sản phẩm được Bioré nâng cấp với công nghệ chống thấm nước và mồ hôi nên sẽ bảo vệ da bạn bền lâu suốt cả ngày. 
  *Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422205122,Serum B.O.M Từ 8 Loại Trà Làm Dịu & Cấp Ẩm Da 38ml,422000,498000,,"Tinh Chất B.O.M Eight Tea Cicaming Từ 8 Loại Trà 38ml là dòng serum dưỡng da đến từ thương hiệu mỹ phẩm B.O.M của Hàn Quốc, với chiết xuất từ 8 loại trà cung cấp độ ẩm, hỗ trợ kháng khuẩn, kháng viêm, ngăn ngừa mụn. Ngoài ra sản phẩm chứa thành phần rau má giúp tái tạo, phục hồi, làm mờ thâm sẹo, hỗ trợ giảm mụn. Đặc biệt, serum bổ sung Ceramide 3 dưỡng làn da ẩm mượt, mềm mại, ngăn ngừa lão hoá da.
Hiện sản phẩm Tinh Chất B.O.M Eight Tea Cicaming Serum 38ml đã có mặt tại Hasaki. 
 



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
100280011,Gel Dưỡng Mắt Rebirth Ngăn Ngừa Nếp Nhăn & Quầng Thâm 30g,194000,229000,,"Gel Dưỡng Mắt Rebirth Ngăn Ngừa Nếp Nhăn & Quầng Thâm 30g là sản phẩm gel dưỡng cho vùng mắt đến từ thương hiệu mỹ phẩm Rebirth của Úc, chứa chiết xuất lô hội có tác dụng làm mát và dịu vùng da mắt nhạy cảm, giảm sự xuất hiện của bọng mắt và quầng thâm. Bên cạnh đó, sản phẩm bổ sung vitamin E giúp giảm thiểu nếp nhăn và đường nhăn thích hợp để sử dụng hàng ngày.
Hiện sản phẩm Gel Dưỡng Mắt Rebirth Anti Wrinkle Eye Gel Rebirth RB05 30g đã có mặt tại Hasaki.
  *Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
365000011,Mặt Nạ Foodaholic Chiết Xuất Ngọc Trai Dưỡng Ẩm Da 23g,8000,15000,"Bột kim cương
Ngọc trai
Tổ yến
Vitamin A
Vitamin B
Vitamin C
Vitamin D
Vitamin E
Vitamin K
Collagen ","Mặt nạ Foodaholic Essential Mask 23g là dòng sản phẩm mặt nạ giấy dưỡng da phiên bản cao cấp mới từ thương hiệu Foodaholic (Hàn Quốc). Công thức mặt nạ với các thành phần lành tính nên phù hợp sử dụng trên mọi loại da: khô, dầu, nhạy cảm,...
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.6
422216603,Combo 2 Nước Tẩy Trang La Roche-Posay Dành Cho Da Nhạy Cảm 400ml,711000,990000,"Combo 800ml
50ml
200ml
400ml","Nước Tẩy Trang La Roche-Posay Dành Cho Da Nhạy Cảm đến từ thương hiệu dược mỹ phẩm La Roche-Posay của Pháp là dòng sản phẩm tẩy trang dành cho da mặt, vùng mắt và môi, ứng dụng công nghệ Glyco Micellar giúp làm sạch sâu lớp trang điểm và bụi bẩn, bã nhờn trên da vượt trội mà vẫn êm dịu, không gây căng rát hay kích ứng da; đồng thời cung cấp độ ẩm, mang đến làn da mềm mại & thoáng nhẹ sau khi sử dụng.
 


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
422216602,"Combo 2 Nước Tẩy Trang La Roche-Posay Cho Da Dầu, Nhạy Cảm 400ml",712000,990000,"2
200ml
400ml","Nước Tẩy Trang Sạch Sâu & Kiểm Soát Nhờn Cho Da Dầu La Roche-Posay Effaclar Micellar Water Ultra Oily Skin là sản phẩm nước tẩy trang đến từ thương hiệu dược mỹ phẩm La Roche-Posay, với công nghệ cải tiến Glyco Micellar mang lại hiệu quả làm sạch sâu vượt trội, giúp lấy đi lớp trang điểm, bã nhờn và các hạt bụi siêu nhỏ có trong khói xe và môi trường ô nhiễm nhưng vẫn an toàn cho làn da dầu nhạy cảm & dễ kích ứng.
 
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.5
204900080,[Mini] Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 3ml,19000,50000,,"Kem chống nắng giúp bảo vệ da khỏi tia UVB & UVA dài và giảm bóng nhờn La Roche-Posay Anthelios UV Mune 400 Oil Control Gel-Cream 50ml là kem chống nắng dành cho da dầu phiên bản công thức cải tiến mới đến từ thương hiệu dược mỹ phẩm La Roche-Posay, giúp kiểm soát bóng nhờn và bảo vệ da trước tác hại từ ánh nắng & ô nhiễm, ngăn chặn các tác nhân gây lão hóa sớm. Sản phẩm có công thức chống thấm nước thích hợp dùng hằng ngày và cả những hoạt động ngoài trời.
Kem Chống Nắng Kiểm Soát Dầu La Roche-Posay Anthelios UV Mune 400 Oil Control Gel-Cream SPF50+ 3ml (phiên bản mới) hiện đã có mặt tại Hasaki.


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422217845,Serum Eucerin 3 Tác Động Giúp Ngăn Ngừa Lão Hóa 30ml,1611000,1790000,,"Serum Ngăn Ngừa Lão Hóa Eucerin 3 Hyaluron Radiance-Lift Filler 3D Serum 30ml là sản phẩm tinh chất đến từ thương hiệu Eucerin - Đức. Sản phẩm với thành phần độc quyền Arctiin, Thiamidol chiết xuất từ cây ngưu bàng giúp kích thích sản sinh collagen giúp săn chắc làn da chảy xệ, ức chế sản sinh melanin gây sạm màu da.
Serum Ngăn Ngừa Lão Hóa Eucerin 3 Hyaluron Radiance-Lift Filler 3D Serum 30ml hiện đã có tại Hasaki.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",0.0
248700002,Nước Dưỡng Da Naris Acmedica Dành Cho Da Mụn 150ml,236000,295000,,"Dung Dịch Dưỡng Ẩm Naris Cosmetics Dành Cho Da Mụn 150ml là sản phẩm lotion đến từ thương hiệu mỹ phẩm Naris Cosmetics của Nhật Bản, kết hợp thành phần sát khuẩn và vitamin chiết xuất từ trái cây giúp cân bằng độ pH, cung cấp độ ẩm và điều tiết bã nhờn, kiểm soát dầu thừa, tránh tình trạng khô sần hay tiết dầu sản sinh mụn. có tác dụng hạn chế dầu, giảm sự lây nhiễm và ngăn ngừa sự xuất hiện mụn, đồng thời cung cấp độ ẩm cho da, bảo vệ da tránh tác động có hại từ môi trường bên ngoài.
Hiện sản phẩm Dung Dịch Dưỡng Ẩm Naris Cosmetic Acmedica Acne Care Lotion 150ml đã có mặt tại Hasaki.
    Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.5
422208861,Kem Dưỡng Bio-essence Làm Sáng Da Ban Ngày 50g,398000,519000,,"Kem Dưỡng Làm Sáng Da Ban Ngày Bio-White Pro Whitening Day Cream SPF20 PA ++ (Mới) từ thương hiệu Bio-essence với sự kết hợp giữa các thành phần làm sáng và dưỡng ẩm vượt trội, giúp mang đến cho bạn làn da ẩm mượt và tươi sáng toàn diện. Bên cạnh đó, công thức chứa chỉ số chống nắng SPF20 PA ++ giúp bảo vệ tối ưu và kết cấu kem mềm mượt, lý tưởng để sử dụng vào ban ngày mà không gây bít tắc lỗ chân lông.
Kem Dưỡng Làm Sáng Da Ban Ngày Bio-White Pro Whitening Day Cream SPF20 PA ++ (Mới) 50g hiện đã có mặt tại Hasaki.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422217958,"Toner Torriden Dưỡng Ẩm, Sáng Bóng Da 300ml",278000,462000,,"Toner Torriden DIVE-IN Low Molecular Hyaluronic Acid Dưỡng Ẩm, Sáng Bóng Da 300ml là sản phẩm nước hoa hồng đến từ thương hiệu Torriden - Hàn Quốc. Sản phẩm với công thức Low Molecular Hyaluronic Acid chứa 5 lớp Hyaluronic Acid giúp làm dịu da, cấp ẩm tức thì và tạo màng khoá ẩm bảo vệ da. Đồng thời tái tạo da mạnh mẽ, da dần sáng khoẻ từ bên trong, lúc nào cũng căng mọng ngậm nước.
Toner Torriden DIVE-IN Low Molecular Hyaluronic Acid Dưỡng Ẩm, Sáng Bóng Da 300ml hiện đã có tại Hasaki.



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",0.0
422211200,Tinh Chất Cocoon Bí Đao N15 Giảm Bóng Nhờn Và Giảm Mụn 70ml,396000,495000,,"Serum Cocoon Bí Đao N15 Giảm Bóng Nhờn Và Giảm Mụn 70ml là sản phẩm tinh chất dưỡng da đến từ thương hiệu mỹ phẩm Cocoon của Việt Nam. Công thức mạnh mẽ với chiết xuất bí đao, 15% Niacinamide tinh khiết, 4% NAG phối hợp cùng dầu lá Neem và các chất chống oxy hóa phổ rộng mang lại khả năng bảo vệ làn da khỏi các gốc tự do phản ứng (ROS, RNS, RCS), giảm bóng nhờn ngay lập tức và cải thiện tình trạng mụn trên diện rộng, đặc biệt là mụn sưng viêm.
Hiện sản phẩm Serum Cocoon Bí Đao Winter Melon Serum N15 70ml đã có mặt tại Hasaki. 
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
248700072,Sữa Rửa Mặt Naris Nature Dưỡng Sáng Da 100g,395000,,,"Sữa Rửa Mặt Naris Nature Dưỡng Sáng Da 100g là dòng sữa rửa mặt đến từ thương hiệu mỹ phẩm Naris Cosmetics của Nhật Bản, có các thành phần tự nhiên như sữa ong chúa, tinh chất trà xanh,... chứa nhiều vitamin và dưỡng chất tốt cho da, không chỉ giúp làm sạch được bụi bẩn và dầu nhờn trên da mà còn cung cấp thêm dưỡng chất giúp hỗ trợ chăm sóc da sáng mịn, đều màu và trở nên săn chắc. Sản phẩm tích hợp 2 trong 1 vừa tẩy trang và rửa mặt tạo bọt siêu mịn giúp làm sạch da tối ưu. 
Hiện sản phẩm Sữa Rửa Mặt Naris Nature Whitening Cleasing Foam 100g đã có mặt tại Hasaki.
 



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422214372,"Combo L'Oreal Kem Chống Nắng X20 Thoáng Da Mỏng Nhẹ 50ml + Nước Tẩy Trang Tươi Mát Cho Da Dầu, Hỗn Hợp 400ml",484000,568000,"Tươi Mát Da
Làm Sạch Sâu
Căng Mịn Da
Dưỡng Ẩm
Kiềm Dầu","Bộ Chăm Sóc Da L'Oreal hiện đã có tại Hasaki với 5 phân loại:
Combo Kem Chống Nắng Thoáng Da Mỏng Nhẹ + Nước Tẩy Trang L'Oreal Cho Da Dầu, Hỗn Hợp gồm 2 sản phẩm:
Kem Chống Nắng L’Oreal Paris UV Defender Serum Invisible Resist SPF50+ PA++++ x20 Mỏng Nhẹ (Mới) 50ml
Nước Tẩy Trang L'Oreal Micellar Water 3-in-1 Refreshing Even For Sensitive Skin Tươi Mát Cho Da Dầu, Hỗn Hợp 400ml
Combo Kem Chống Nắng Thoáng Da Mỏng Nhẹ + Nước Tẩy Trang L'Oreal Làm Sạch Sâu Trang Điểm gồm 2 sản phẩm:
Kem Chống Nắng L’Oreal Paris UV Defender Serum Invisible Resist SPF50+ PA++++ x20 Mỏng Nhẹ (Mới) 50ml
Nước Tẩy Trang L'Oreal Micellar Water 3-in-1 Deep Cleansing Even For Sensitive Skin Làm Sạch Sâu Trang Điểm 400ml
Combo Kem Chống Nắng Thoáng Da Mỏng Nhẹ + Nước Tẩy Trang L'Oreal Làm Sạch Và Cấp Ẩm gồm 2 sản phẩm:
Kem Chống Nắng L’Oreal Paris UV Defender Serum Invisible Resist SPF50+ PA++++ x20 Mỏng Nhẹ (Mới) 50ml
Nước Tẩy Trang L'Oreal Revitalift Hyaluronic Acid Hydrating Micellar Water Làm Sạch Và Cấp Ẩm 400ml
Combo Kem Chống Nắng Thoáng Da Mỏng Nhẹ + Nước Tẩy Trang L'Oreal Cho Da Thường, Khô gồm 2 sản phẩm:
Kem Chống Nắng L’Oreal Paris UV Defender Serum Invisible Resist SPF50+ PA++++ x20 Mỏng Nhẹ (Mới) 50ml
Nước Tẩy Trang L'Oreal Revitalift Hyaluronic Acid Hydrating Micellar Water Làm Sạch Và Cấp Ẩm 400ml
Combo Kem Chống Nắng Thoáng Da Mỏng Nhẹ + Nước Tẩy Trang L'Oreal Làm Sạch Sâu Cho Da Dầu gồm 2 sản phẩm:
Kem Chống Nắng L’Oreal Paris UV Defender Serum Invisible Resist SPF50+ PA++++ x20 Mỏng Nhẹ (Mới) 50ml
Nước Tẩy Trang L'Oreal Revitalift Hyaluronic Acid Hydrating Micellar Water Làm Sạch Và Cấp Ẩm 400ml
Thông tin sản phẩm:
1. Kem Chống Nắng L’Oreal Paris UV Defender Serum Invisible Resist SPF50+ PA++++ x20 Mỏng Nhẹ (Mới) 50ml
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",0.0
